plume_id,plume_latitude,plume_longitude,datetime,ipcc_sector,gas,cmf_type,plume_bounds,instrument,published_at,plume_png_object,plume_tif_object,rgb_png_object,rgb_tif_object,emission_auto,emission_uncertainty_auto,wind_speed_avg_auto,wind_speed_std_auto,wind_direction_avg_auto,wind_direction_std_auto,wind_source_auto,platform,provider
ang20170309t191857-C,34.327339,-118.517598,2017-03-09T19:18:57+00,Solid Waste (6A),CH4,mf,"[-118.5241004010001, 34.31895592224715, -118.50669498137184, 34.33337230591993]",ang,2023-05-14 20:21:18.050180+00:00,,,,,1399.0,842.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170309t191857-D,34.326453,-118.511277,2017-03-09T19:18:57+00,Solid Waste (6A),CH4,mf,"[-118.51554175178484, 34.322034049280475, -118.50397215573946, 34.33158862087287]",ang,2023-05-14 20:21:18.050317+00:00,,,,,696.0,439.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170309t194008-A,35.49631605,-119.0088268,2017-03-09T19:40:08+00,Oil & Gas (1B2),CH4,mf,"[-119.01558472736082, 35.490552575508794, -119.00274174725116, 35.50100879406978]",ang,2023-05-14 20:21:18.075289+00:00,,,,,274.0,15.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170309t194008-B,35.5092066,-119.0361665,2017-03-09T19:40:08+00,Oil & Gas (1B2),CH4,mf,"[-119.04275441168224, 35.504442799681634, -119.02996586751632, 35.514898757762076]",ang,2023-05-14 20:21:18.075238+00:00,,,,,510.0,235.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170309t194008-C,35.53080583,-119.0736699,2017-03-09T19:40:08+00,Oil & Gas (1B2),CH4,mf,"[-119.0798137756905, 35.52634102490033, -119.06702198922667, 35.536796780924114]",ang,2023-05-14 20:21:18.075187+00:00,,,,,487.0,119.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170309t195546-A,35.48562803,-119.0610832,2017-03-09T19:55:46+00,Oil & Gas (1B2),CH4,mf,"[-119.0675439051769, 35.4802389591821, -119.05470315085633, 35.49069470757112]",ang,2023-05-14 20:21:18.066580+00:00,,,,,142.0,41.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170309t195546-B,35.48833416,-119.0676895,2017-03-09T19:55:46+00,Oil & Gas (1B2),CH4,mf,"[-119.07374065357185, 35.48293666236522, -119.06095568818795, 35.49339249335332]",ang,2023-05-14 20:21:18.066473+00:00,,,,,157.0,44.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170309t195546-C,35.437692,-119.008937,2017-03-09T19:55:46+00,Oil & Gas (1B2),CH4,mf,"[-119.0155457777763, 35.43297545244261, -119.00276834543727, 35.44343161541612]",ang,2023-05-14 20:21:18.066526+00:00,,,,,125.0,33.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170309t195546-D,35.442622,-119.000566,2017-03-09T19:55:46+00,Oil & Gas (1B2),CH4,mf,"[-119.00644763816229, 35.437586773490324, -118.99355669714089, 35.44808895171372]",ang,2023-05-14 20:21:18.066367+00:00,,,,,,,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170309t195546-E,35.41929931,-119.0083383,2017-03-09T19:55:46+00,Oil & Gas (1B2),CH4,mf,"[-119.01519311305915, 35.414269800037964, -119.00230592470331, 35.424771961378035]",ang,2023-05-14 20:21:18.066420+00:00,,,,,135.0,13.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170309t201212-A,36.103687,-119.451897,2017-03-09T20:12:12+00,Livestock (4B),CH4,mf,"[-119.45868487575424, 36.09870064365984, -119.44543553307477, 36.10940542623428]",ang,2023-05-14 20:23:24.213692+00:00,,,,,,,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170309t202411-A,36.021558,-119.519462,2017-03-09T20:24:11+00,Livestock (4B),CH4,mf,"[-119.52539543460794, 36.01653957680787, -119.51210220625201, 36.02729103499578]",ang,2023-05-14 20:21:18.073138+00:00,,,,,444.0,116.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170309t202411-C,36.04392217,-119.4561613,2017-03-09T20:24:11+00,Livestock (4B),CH4,mf,"[-119.46266399389066, 36.0395155047124, -119.44601291192707, 36.05297860862406]",ang,2023-05-14 20:21:18.073087+00:00,,,,,548.0,170.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170309t202411-D,36.073456,-119.44093,2017-03-09T20:24:11+00,Livestock (4B),CH4,mf,"[-119.44685286035843, 36.0701386416967, -119.43355008821534, 36.08084375154817]",ang,2023-05-14 20:21:18.073255+00:00,,,,,382.0,140.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170309t202411-E,36.10245,-119.373447,2017-03-09T20:24:11+00,Livestock (4B),CH4,mf,"[-119.38029413290965, 36.09743746195387, -119.36716003626245, 36.10809605365809]",ang,2023-05-14 20:21:18.073035+00:00,,,,,332.0,125.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170309t202411-F,36.11623,-119.334158,2017-03-09T20:24:11+00,Livestock (4B),CH4,mf,"[-119.34090946311206, 36.11124194422376, -119.32759919207925, 36.12194748758494]",ang,2023-05-14 20:21:18.073512+00:00,,,,,113.0,31.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170309t202411-H,36.148927,-119.277947,2017-03-09T20:24:11+00,Livestock (4B),CH4,mf,"[-119.28535910463206, 36.14399260902498, -119.27215888657692, 36.15465155255213]",ang,2023-05-14 20:21:18.073409+00:00,,,,,112.0,47.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170309t202411-J,36.225585,-119.164414,2017-03-09T20:24:11+00,Livestock (4B),CH4,mf,"[-119.17127374653711, 36.22151922052946, -119.15811763327164, 36.232178792021216]",ang,2023-05-14 20:21:18.073358+00:00,,,,,165.0,69.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170309t202411-K,36.228564,-119.165915,2017-03-09T20:24:11+00,Livestock (4B),CH4,mf,"[-119.17174049863092, 36.22155988215855, -119.15835239771461, 36.2323598264367]",ang,2023-05-14 20:21:18.073307+00:00,,,,,104.0,32.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170309t202411-L,36.231254,-119.164158,2017-03-09T20:24:11+00,Livestock (4B),CH4,mf,"[-119.17139944439863, 36.22606460651279, -119.15818475666201, 36.23672405697384]",ang,2023-05-14 20:21:18.073461+00:00,,,,,220.0,90.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170309t214329-B,34.447442,-118.58673,2017-03-09T21:43:29+00,Oil & Gas (1B2),CH4,mf,"[-118.59206011022093, 34.44233982349231, -118.57992799108544, 34.45234453180591]",ang,2023-05-14 20:23:24.237845+00:00,,,,,462.0,206.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170309t215824-A,33.928287,-118.429715,2017-03-09T21:58:24+00,Waste Water (6B),CH4,mf,"[-118.43660347639644, 33.92267260140397, -118.42367486161729, 33.93344765494795]",ang,2023-05-14 20:23:28.951629+00:00,,,,,268.0,118.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170309t221021-C,33.816222,-118.235695,2017-03-09T22:10:21+00,Electricity Generation (1A1),CH4,mf,"[-118.2419959273923, 33.81074335258954, -118.22908328327624, 33.82151921726874]",ang,2023-05-14 20:23:24.224627+00:00,,,,,220.0,63.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170309t221021-E,33.818714,-118.236133,2017-03-09T22:10:21+00,Electricity Generation (1A1),CH4,mf,"[-118.24283363681606, 33.81317324320305, -118.22980569635226, 33.8239969079549]",ang,2023-05-14 20:23:24.224928+00:00,,,,,257.0,152.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170309t221021-F,33.906,-118.4063,2017-03-09T22:10:21+00,Electricity Generation (1A1),CH4,mf,"[-118.41275714826179, 33.90083416888577, -118.39977411451619, 33.91160945996669]",ang,2023-05-14 20:23:24.224990+00:00,,,,,248.0,37.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170309t222247-A,33.776328,-118.22919,2017-03-09T22:22:47+00,Electricity Generation (1A1),CH4,mf,"[-118.23528742013714, 33.77082867783565, -118.22220862188017, 33.78165229107351]",ang,2023-05-14 20:23:19.257158+00:00,,,,,173.0,90.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170615t203702-A,34.447442,-118.58673,2017-06-15T20:37:02+00,Oil & Gas (1B2),CH4,mf,"[-118.58844630938201, 34.44562759159605, -118.58396992285343, 34.44930283169638]",ang,2023-05-14 20:21:18.061031+00:00,,,,,700.0,245.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170615t220302-B,35.201844,-119.053776,2017-06-15T22:03:02+00,Livestock (4B),CH4,mf,"[-119.05624110117277, 35.19980708487307, -119.05124495198015, 35.20390755384917]",ang,2023-05-14 20:21:18.069124+00:00,,,,,47.0,6.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170615t220302-C,35.201378,-119.049871,2017-06-15T22:03:02+00,Livestock (4B),CH4,mf,"[-119.05238351164746, 35.19927739963757, -119.04738738581794, 35.203377876179765]",ang,2023-05-14 20:21:18.069070+00:00,,,,,74.0,13.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170615t223601-A,35.511695,-119.074463,2017-06-15T22:36:01+00,Oil & Gas (1B2),CH4,mf,"[-119.07681339613579, 35.509602047407675, -119.07198599051007, 35.513531547236624]",ang,2023-05-14 20:23:24.233098+00:00,,,,,,,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170615t223601-C,35.525324,-119.075145,2017-06-15T22:36:01+00,Oil & Gas (1B2),CH4,mf,"[-119.07745953610275, 35.52332684184507, -119.07269434337769, 35.52722212271996]",ang,2023-05-14 20:23:24.233042+00:00,,,,,101.0,16.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170615t223601-E,35.53653,-119.077937,2017-06-15T22:36:01+00,Oil & Gas (1B2),CH4,mf,"[-119.0802011961327, 35.53456740914013, -119.07541440512865, 35.53846263766116]",ang,2023-05-14 20:23:24.233154+00:00,,,,,299.0,98.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170615t230609-A,35.28243464,-119.4735025,2017-06-15T23:06:09+00,Oil & Gas (1B2),CH4,mf,"[-119.47579540813082, 35.28011452430613, -119.4707733861756, 35.28421408837407]",ang,2023-05-14 20:21:18.078690+00:00,,,,,166.0,22.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170615t230609-B,35.274846,-119.477539,2017-06-15T23:06:09+00,Oil & Gas (1B2),CH4,mf,"[-119.48007181045263, 35.272405002046774, -119.47485205080132, 35.27664840418297]",ang,2023-05-14 20:21:18.078742+00:00,,,,,755.0,354.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170615t232626-A,35.288074,-119.421941,2017-06-15T23:26:26+00,Oil & Gas (1B2),CH4,mf,"[-119.42440899250889, 35.28611092568795, -119.4191584575319, 35.290415586158844]",ang,2023-05-14 20:21:18.064955+00:00,,,,,161.0,78.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170615t233419-A,35.264631,-119.399385,2017-06-15T23:34:19+00,Oil & Gas (1B2),CH4,mf,"[-119.40224417652485, 35.26190382585703, -119.39690258044904, 35.26626523721237]",ang,2023-05-14 20:21:18.077623+00:00,,,,,363.0,78.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170615t233419-B,35.2806449,-119.4783614,2017-06-15T23:34:19+00,Oil & Gas (1B2),CH4,mf,"[-119.48098944086942, 35.278337471622116, -119.47571644073955, 35.28264200256472]",ang,2023-05-14 20:21:18.077506+00:00,,,,,,,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170615t233419-C,35.28243464,-119.4735025,2017-06-15T23:34:19+00,Oil & Gas (1B2),CH4,mf,"[-119.47605503770001, 35.28004746108391, -119.4707819127588, 35.28435200301326]",ang,2023-05-14 20:21:18.077455+00:00,,,,,164.0,22.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170615t233419-D,35.284924,-119.484107,2017-06-15T23:34:19+00,Oil & Gas (1B2),CH4,mf,"[-119.48668853541726, 35.2827269690451, -119.48134588116827, 35.28708812308841]",ang,2023-05-14 20:21:18.077405+00:00,,,,,143.0,14.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170615t233419-E,35.296736,-119.53744,2017-06-15T23:34:19+00,Oil & Gas (1B2),CH4,mf,"[-119.5400460990146, 35.2946812997277, -119.53470282064171, 35.29902344080251]",ang,2023-05-14 20:21:18.077288+00:00,,,,,216.0,67.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170615t234140-A,35.274846,-119.477539,2017-06-15T23:41:40+00,Oil & Gas (1B2),CH4,mf,"[-119.48017117847172, 35.27281067011936, -119.47489853301792, 35.27711520526381]",ang,2023-05-14 20:21:18.059871+00:00,,,,,224.0,29.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170615t234140-B,35.264659,-119.412672,2017-06-15T23:41:40+00,Oil & Gas (1B2),CH4,mf,"[-119.41520667395666, 35.26248204571671, -119.40988826014684, 35.266843378000424]",ang,2023-05-14 20:21:18.059929+00:00,,,,,195.0,148.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170615t234140-D,35.277695,-119.479568,2017-06-15T23:41:40+00,Oil & Gas (1B2),CH4,mf,"[-119.48212079358125, 35.27538354637618, -119.47677848757047, 35.279744811633236]",ang,2023-05-14 20:21:18.059812+00:00,,,,,280.0,37.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170615t234140-E,35.278327,-119.48289,2017-06-15T23:41:40+00,Oil & Gas (1B2),CH4,mf,"[-119.48578897704803, 35.27606557712597, -119.48046982366851, 35.28042678453319]",ang,2023-05-14 20:21:18.059753+00:00,,,,,180.0,44.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170615t234140-F,35.264631,-119.399385,2017-06-15T23:41:40+00,Oil & Gas (1B2),CH4,mf,"[-119.4019933002966, 35.26215681351698, -119.3967442427215, 35.26646153569844]",ang,2023-05-14 20:21:18.059694+00:00,,,,,210.0,35.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170615t234922-A,35.18720984,-119.1150524,2017-06-15T23:49:22+00,Livestock (4B),CH4,mf,"[-119.11804997895824, 35.18490377606278, -119.11305488435268, 35.18900413165722]",ang,2023-05-14 20:23:24.227117+00:00,,,,,122.0,50.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170615t234922-B,35.187228,-119.111858,2017-06-15T23:49:22+00,Livestock (4B),CH4,mf,"[-119.11361641522736, 35.185017148472255, -119.1086213031384, 35.18911751269828]",ang,2023-05-14 20:23:24.227061+00:00,,,,,65.0,20.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170615t234922-C,35.207285,-119.171533,2017-06-15T23:49:22+00,Livestock (4B),CH4,mf,"[-119.17367190527565, 35.205141249222066, -119.16865364454125, 35.20924153227601]",ang,2023-05-14 20:23:24.227004+00:00,,,,,112.0,54.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170615t234922-D,35.2142872,-119.2034328,2017-06-15T23:49:22+00,Livestock (4B),CH4,mf,"[-119.20615731759236, 35.21225344741284, -119.20113870101065, 35.21635366202685]",ang,2023-05-14 20:23:24.226947+00:00,,,,,116.0,32.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170616t183155-A,33.926373,-118.430251,2017-06-16T18:31:55+00,Waste Water (6B),CH4,mf,"[-118.43276329745402, 33.924307509281924, -118.42754960565604, 33.92863359361129]",ang,2023-05-14 20:21:18.049954+00:00,,,,,27.0,18.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170616t183155-B,33.906,-118.4063,2017-06-16T18:31:55+00,Electricity Generation (1A1),CH4,mf,"[-118.4089141188507, 33.90392057693633, -118.40370162040917, 33.90824670596081]",ang,2023-05-14 20:21:18.050024+00:00,,,,,88.0,56.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170616t194729-B,35.201312,-119.052763,2017-06-16T19:47:29+00,Livestock (4B),CH4,mf,"[-119.05512027944314, 35.198464530301926, -119.04722997630796, 35.20491191723262]",ang,2023-05-14 20:21:18.066207+00:00,,,,,117.0,28.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170616t195956-A,35.18720984,-119.1150524,2017-06-16T19:59:56+00,Livestock (4B),CH4,mf,"[-119.11876806854305, 35.18394830142598, -119.11127541825195, 35.19009883642729]",ang,2023-05-14 20:21:18.065439+00:00,,,,,341.0,76.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170616t195956-E,35.18677146,-119.1019431,2017-06-16T19:59:56+00,Livestock (4B),CH4,mf,"[-119.10543925560775, 35.1832334588206, -119.09794670821154, 35.18935698858455]",ang,2023-05-14 20:21:18.065574+00:00,,,,,184.0,65.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170616t200614-C,35.2142872,-119.2034328,2017-06-16T20:06:14+00,Livestock (4B),CH4,mf,"[-119.20976801052099, 35.207733959073806, -119.19992930232196, 35.21579941917639]",ang,2023-05-14 20:21:18.056283+00:00,,,,,445.0,48.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170616t201635-C,35.477911,-119.447917,2017-06-16T20:16:35+00,Livestock (4B),CH4,mf,"[-119.45256057531766, 35.47381127032674, -119.4450424991009, 35.479960584238064]",ang,2023-05-14 20:21:18.057992+00:00,,,,,78.0,8.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170616t202241-A,35.49322064,-119.4502329,2017-06-16T20:22:41+00,Livestock (4B),CH4,mf,"[-119.45483648957178, 35.48952505603723, -119.44731704865131, 35.495647314536114]",ang,2023-05-14 20:23:19.262939+00:00,,,,,79.0,27.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170616t203426-A,35.935245,-119.398842,2017-06-16T20:34:26+00,Livestock (4B),CH4,mf,"[-119.40143987002581, 35.93246106744371, -119.39384522978543, 35.93863724827323]",ang,2023-05-14 20:21:18.070934+00:00,,,,,,,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170616t203426-B,35.94627,-119.398027,2017-06-16T20:34:26+00,Livestock (4B),CH4,mf,"[-119.40126124158745, 35.94303750146475, -119.39366550986607, 35.94918677389298]",ang,2023-05-14 20:21:18.070987+00:00,,,,,267.0,84.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170616t203426-D,35.972842,-119.361096,2017-06-16T20:34:26+00,Livestock (4B),CH4,mf,"[-119.36332184101843, 35.96999131398075, -119.35575679559699, 35.976140624569595]",ang,2023-05-14 20:21:18.071040+00:00,,,,,112.0,20.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170616t204313-A,36.018493,-119.416823,2017-06-16T20:43:13+00,Livestock (4B),CH4,mf,"[-119.42208632383381, 36.01484803311066, -119.41451724079285, 36.020997127648364]",ang,2023-05-14 20:23:19.267687+00:00,,,,,258.0,150.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170616t204313-C,36.058594,-119.3797,2017-06-16T20:43:13+00,Livestock (4B),CH4,mf,"[-119.38334906129971, 36.05593947603922, -119.37574245836242, 36.0620887386775]",ang,2023-05-14 20:23:19.267629+00:00,,,,,156.0,44.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170616t204313-D,36.072266,-119.364098,2017-06-16T20:43:13+00,Livestock (4B),CH4,mf,"[-119.36772864284504, 36.06925469909814, -119.36012078506496, 36.075376966024486]",ang,2023-05-14 20:23:19.267452+00:00,,,,,276.0,81.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170616t204313-F,36.081472,-119.337219,2017-06-16T20:43:13+00,Livestock (4B),CH4,mf,"[-119.34183233873765, 36.078847856387284, -119.33425691364582, 36.08497013222699]",ang,2023-05-14 20:23:19.267335+00:00,,,,,68.0,41.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170616t204313-H,36.093493,-119.339671,2017-06-16T20:43:13+00,Livestock (4B),CH4,mf,"[-119.3423174428364, 36.08896739395125, -119.33390651871555, 36.09573702632009]",ang,2023-05-14 20:23:19.267393+00:00,,,,,117.0,8.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170616t204313-K,36.184025,-119.219433,2017-06-16T20:43:13+00,Livestock (4B),CH4,mf,"[-119.22325898681197, 36.181206085349416, -119.21567321666336, 36.18735570170479]",ang,2023-05-14 20:23:19.267510+00:00,,,,,42.0,13.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170616t204313-M,36.226481,-119.163614,2017-06-16T20:43:13+00,Livestock (4B),CH4,mf,"[-119.16722756319425, 36.223900887852814, -119.15960404590116, 36.23002367165881]",ang,2023-05-14 20:23:19.267570+00:00,,,,,127.0,47.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170616t205457-B,36.061093,-119.402064,2017-06-16T20:54:57+00,Livestock (4B),CH4,mf,"[-119.40696867780116, 36.052860974828754, -119.39312380265925, 36.06408037325509]",ang,2023-05-14 20:23:19.265461+00:00,,,,,1971.0,707.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170616t210522-D,36.10245,-119.373447,2017-06-16T21:05:22+00,Livestock (4B),CH4,mf,"[-119.37716509124128, 36.09943772981686, -119.36952098964349, 36.10558691895203]",ang,2023-05-14 20:23:19.258793+00:00,,,,,848.0,264.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170616t210522-F,36.115762,-119.362097,2017-06-16T21:05:22+00,Livestock (4B),CH4,mf,"[-119.36580362406454, 36.112803624734624, -119.35815818649732, 36.118952842084475]",ang,2023-05-14 20:23:19.258734+00:00,,,,,59.0,10.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170616t210522-H,36.159362,-119.28295,2017-06-16T21:05:22+00,Livestock (4B),CH4,mf,"[-119.28579239634621, 36.15558921068654, -119.2781758317446, 36.16173871979085]",ang,2023-05-14 20:23:19.258601+00:00,,,,,126.0,26.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170616t210522-J,36.04392217,-119.4561613,2017-06-16T21:05:22+00,Livestock (4B),CH4,mf,"[-119.45972553566126, 36.03502754993129, -119.44511698269102, 36.04686694690085]",ang,2023-05-14 20:23:19.258467+00:00,,,,,238.0,147.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170616t212046-A,36.032425,-119.510296,2017-06-16T21:20:46+00,Livestock (4B),CH4,mf,"[-119.51490916574943, 36.02744109917701, -119.5072392150275, 36.03361684827954]",ang,2023-05-14 20:23:19.272858+00:00,,,,,272.0,102.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170616t212046-C,36.073456,-119.44093,2017-06-16T21:20:46+00,Livestock (4B),CH4,mf,"[-119.442979934084, 36.06875382162013, -119.43537242404435, 36.07490281592887]",ang,2023-05-14 20:23:19.272737+00:00,,,,,400.0,88.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170616t212046-E,36.021558,-119.519462,2017-06-16T21:20:46+00,Livestock (4B),CH4,mf,"[-119.52274113164967, 36.01832766255535, -119.51503891774918, 36.024530223182175]",ang,2023-05-14 20:23:19.272915+00:00,,,,,478.0,222.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170616t213844-A,36.207229,-119.759032,2017-06-16T21:38:44+00,Livestock (4B),CH4,mf,"[-119.76237525847063, 36.2035493279735, -119.75465601833679, 36.209750955604356]",ang,2023-05-14 20:21:18.057934+00:00,,,,,148.0,25.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170616t215026-A,36.41275374,-119.3452208,2017-06-16T21:50:26+00,Livestock (4B),CH4,mf,"[-119.34906941837768, 36.4098386799935, -119.3414620299458, 36.41598777185682]",ang,2023-05-14 20:23:24.209839+00:00,,,,,102.0,10.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170616t215026-B,36.41150012,-119.3660491,2017-06-16T21:50:26+00,Livestock (4B),CH4,mf,"[-119.36772004330038, 36.408676200457016, -119.35927492249058, 36.41547256954437]",ang,2023-05-14 20:23:24.209770+00:00,,,,,238.0,130.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170617t182131-A,39.348363,-121.820474,2017-06-17T18:21:31+00,Oil & Gas (1B2),CH4,mf,"[-121.8227879691687, 39.34593369916256, -121.81729376703046, 39.35018241334075]",ang,2023-05-14 20:23:24.225780+00:00,,,,,724.0,212.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170617t185116-A,38.31463428,-121.8337761,2017-06-17T18:51:16+00,Livestock (4B),CH4,mf,"[-121.83612252788944, 38.31165719192776, -121.83070689050521, 38.31592533371702]",ang,2023-05-14 20:21:18.055731+00:00,,,,,962.0,321.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170617t200737-C,38.16911,-122.565631,2017-06-17T20:07:37+00,Solid Waste (6A),CH4,mf,"[-122.56903569150641, 38.165616112062985, -122.56109191134824, 38.171833585981915]",ang,2023-05-14 20:21:18.054773+00:00,,,,,406.0,83.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170617t200737-E,38.163702,-122.562459,2017-06-17T20:07:37+00,Solid Waste (6A),CH4,mf,"[-122.56634032024994, 38.160633031380634, -122.55839699554893, 38.16687845397484]",ang,2023-05-14 20:21:18.054503+00:00,,,,,227.0,29.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170618t173515-A,37.860812,-120.963402,2017-06-18T17:35:15+00,Livestock (4B),CH4,mf,"[-120.9669982912928, 37.85761154039651, -120.95898395653923, 37.863966765866174]",ang,2023-05-14 20:23:24.207588+00:00,,,,,152.0,37.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170618t173515-B,37.867614,-121.035209,2017-06-18T17:35:15+00,Livestock (4B),CH4,mf,"[-121.03965442675938, 37.86423614297132, -121.03163918083727, 37.87059151964985]",ang,2023-05-14 20:23:24.207679+00:00,,,,,27.0,7.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
