plume_id,plume_latitude,plume_longitude,datetime,ipcc_sector,gas,cmf_type,plume_bounds,instrument,published_at,plume_png_object,plume_tif_object,rgb_png_object,rgb_tif_object,emission_auto,emission_uncertainty_auto,wind_speed_avg_auto,wind_speed_std_auto,wind_direction_avg_auto,wind_direction_std_auto,wind_source_auto,platform,provider
ang20170916t200859-A,36.18861429,-119.6775449,2017-09-16T20:08:59+00,Livestock (4B),CH4,mf,"[-119.68094965408199, 36.18491483955765, -119.67352130200615, 36.19093621585226]",ang,2023-05-14 20:21:18.052699+00:00,,,,,198.0,85.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170916t200859-B,36.18245224,-119.6783388,2017-09-16T20:08:59+00,Livestock (4B),CH4,mf,"[-119.68141784206199, 36.17789891408013, -119.67405482518937, 36.183842028030206]",ang,2023-05-14 20:21:18.052758+00:00,,,,,463.0,118.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170916t201922-A,36.164198,-119.53484,2017-09-16T20:19:22+00,Livestock (4B),CH4,mf,"[-119.53875763386118, 36.161218813993926, -119.53133091473612, 36.16724068750141]",ang,2023-05-14 20:23:24.208877+00:00,,,,,334.0,112.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170916t201922-B,36.170524,-119.423434,2017-09-16T20:19:22+00,Livestock (4B),CH4,mf,"[-119.42670996123972, 36.16758894498357, -119.41924998261857, 36.173585042658274]",ang,2023-05-14 20:23:24.208800+00:00,,,,,94.0,9.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170916t203813-A,36.134338,-119.458849,2017-09-16T20:38:13+00,Livestock (4B),CH4,mf,"[-119.46140951333643, 36.13188570937894, -119.45395303998302, 36.13790778748147]",ang,2023-05-14 20:23:24.234425+00:00,,,,,198.0,77.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170916t211424-A,36.088507,-119.379356,2017-09-16T21:14:24+00,Livestock (4B),CH4,mf,"[-119.3823054141211, 36.08518518845884, -119.37498208042489, 36.09110326071652]",ang,2023-05-14 20:23:24.228429+00:00,,,,,337.0,59.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170916t213842-A,36.049166,-119.4560324,2017-09-16T21:38:42+00,Livestock (4B),CH4,mf,"[-119.45955884840309, 36.046147743565484, -119.45220709364965, 36.05209173129517]",ang,2023-05-14 20:23:19.269013+00:00,,,,,82.0,18.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170916t213842-B,36.04392217,-119.4561613,2017-09-16T21:38:42+00,Livestock (4B),CH4,mf,"[-119.45810669008377, 36.0418907161878, -119.4507553241239, 36.04783471098028]",ang,2023-05-14 20:23:19.269114+00:00,,,,,242.0,58.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170916t223205-A,34.307753,-118.549874,2017-09-16T22:32:05+00,Oil & Gas (1B2),CH4,mf,"[-118.55059245132486, 34.30686201295398, -118.54835792507204, 34.30871587555294]",ang,2023-05-14 20:23:19.272679+00:00,,,,,211.0,59.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170916t223655-A,34.307753,-118.549874,2017-09-16T22:36:55+00,Oil & Gas (1B2),CH4,mf,"[-118.55053804314055, 34.30689447524124, -118.54830351598359, 34.30874833787125]",ang,2023-05-14 20:23:24.238080+00:00,,,,,272.0,78.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170916t224204-A,34.307753,-118.549874,2017-09-16T22:42:04+00,Oil & Gas (1B2),CH4,mf,"[-118.55093944565418, 34.30686047891075, -118.54870491972562, 34.308714341272974]",ang,2023-05-14 20:23:19.261355+00:00,,,,,172.0,54.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170916t224656-A,34.307753,-118.549874,2017-09-16T22:46:56+00,Oil & Gas (1B2),CH4,mf,"[-118.5509332417483, 34.30682814777778, -118.54869871666668, 34.30868201015038]",ang,2023-05-14 20:23:24.231296+00:00,,,,,229.0,81.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170918t201542-A,34.321349,-118.582249,2017-09-18T20:15:42+00,Oil & Gas (1B2),CH4,mf,"[-118.58693589005009, 34.31983766964617, -118.57874123652756, 34.326575705003776]",ang,2023-05-14 20:23:24.212139+00:00,,,,,1412.0,294.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170918t202106-A,34.334847,-118.519359,2017-09-18T20:21:06+00,Solid Waste (6A),CH4,mf,"[-118.52368989803912, 34.3318820406492, -118.51581197970489, 34.3383872520038]",ang,2023-05-14 20:23:24.223786+00:00,,,,,609.0,198.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170918t202106-C,34.330173,-118.517469,2017-09-18T20:21:06+00,Solid Waste (6A),CH4,mf,"[-118.52113317119611, 34.3270659823193, -118.51325569388642, 34.33357120294822]",ang,2023-05-14 20:23:24.223848+00:00,,,,,121.0,62.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170918t202601-B,34.33232,-118.515602,2017-09-18T20:26:01+00,Solid Waste (6A),CH4,mf,"[-118.51964584432055, 34.32923575029849, -118.5115220673758, 34.33591450137791]",ang,2023-05-14 20:21:18.070068+00:00,,,,,181.0,63.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170918t203247-A,34.307753,-118.549874,2017-09-18T20:32:47+00,Oil & Gas (1B2),CH4,mf,"[-118.55294015905079, 34.304717287432524, -118.5457400253972, 34.310690845338016]",ang,2023-05-14 20:23:24.233274+00:00,,,,,156.0,46.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170918t213156-A,34.334847,-118.519359,2017-09-18T21:31:56+00,Solid Waste (6A),CH4,mf,"[-118.52168235410166, 34.33296542380921, -118.51673687517692, 34.3370491719704]",ang,2023-05-14 20:21:18.057638+00:00,,,,,961.0,285.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170918t213632-A,34.326716,-118.517695,2017-09-18T21:36:32+00,Solid Waste (6A),CH4,mf,"[-118.52069688415664, 34.32483434649022, -118.5157736633077, 34.32890010943095]",ang,2023-05-14 20:23:24.215537+00:00,,,,,451.0,127.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170918t213632-B,34.329963,-118.519548,2017-09-18T21:36:32+00,Solid Waste (6A),CH4,mf,"[-118.52251972869672, 34.32889734916694, -118.51687734190357, 34.33357477121495]",ang,2023-05-14 20:23:24.215612+00:00,,,,,423.0,133.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170918t213632-D,34.330173,-118.517469,2017-09-18T21:36:32+00,Solid Waste (6A),CH4,mf,"[-118.51967788807613, 34.32859815011183, -118.51473266077858, 34.33268190308711]",ang,2023-05-14 20:23:24.215469+00:00,,,,,329.0,98.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170918t221925-A,34.307753,-118.549874,2017-09-18T22:19:25+00,Oil & Gas (1B2),CH4,mf,"[-118.55050092232892, 34.306876755037166, -118.54826639561067, 34.30873061769599]",ang,2023-05-14 20:23:24.227304+00:00,,,,,303.0,63.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170918t222353-A,34.307753,-118.549874,2017-09-18T22:23:53+00,Oil & Gas (1B2),CH4,mf,"[-118.55095088079166, 34.30681783815715, -118.54871635599999, 34.30867170051998]",ang,2023-05-14 20:21:18.072701+00:00,,,,,174.0,51.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170918t224258-A,33.815912,-117.863483,2017-09-18T22:42:58+00,Oil & Gas (1B2),CH4,mf,"[-117.86699051067852, 33.8130134815844, -117.85943716752631, 33.81928900769758]",ang,2023-05-14 20:23:19.268582+00:00,,,,,690.0,158.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170918t230003-A,33.78320117,-118.2219448,2017-09-18T23:00:03+00,Oil & Gas (1B2),CH4,mf,"[-118.22537363085455, 33.77916753272318, -118.21758032661646, 33.78567376601098]",ang,2023-05-14 20:23:24.230183+00:00,,,,,470.0,221.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170918t230442-A,33.783465,-118.234373,2017-09-18T23:04:42+00,Electricity Generation (1A1),CH4,mf,"[-118.23825569233742, 33.780228004612965, -118.23042777607405, 33.78673413666285]",ang,2023-05-14 20:21:18.079309+00:00,,,,,226.0,83.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170918t232117-A,33.927896,-118.429197,2017-09-18T23:21:17+00,Waste Water (6B),CH4,mf,"[-118.43268862327572, 33.925236640629336, -118.42488262430786, 33.93174233628341]",ang,2023-05-14 20:23:24.224192+00:00,,,,,,,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170919t194958-B,36.387637,-119.380427,2017-09-19T19:49:58+00,Solid Waste (6A),CH4,mf,"[-119.38293923959179, 36.3856917273448, -119.37805921531995, 36.38962025242382]",ang,2023-05-14 20:23:19.256229+00:00,,,,,215.0,13.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170919t194958-C,36.394552,-119.380822,2017-09-19T19:49:58+00,Solid Waste (6A),CH4,mf,"[-119.38283338569983, 36.3926626933066, -119.37801658609, 36.396557054853396]",ang,2023-05-14 20:23:19.256293+00:00,,,,,130.0,18.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170919t194958-E,36.391685,-119.378584,2017-09-19T19:49:58+00,Solid Waste (6A),CH4,mf,"[-119.38185893806475, 36.390259233324066, -119.37657545907152, 36.39449520933667]",ang,2023-05-14 20:23:19.256449+00:00,,,,,,,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170919t202425-A,36.79266603,-120.2527614,2017-09-19T20:24:25+00,Oil & Gas (1B2),CH4,mf,"[-120.25637316517, 36.78937200367264, -120.2502304464598, 36.794291195784254]",ang,2023-05-14 20:21:18.066939+00:00,,,,,294.0,102.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170919t203101-A,36.79266603,-120.2527614,2017-09-19T20:31:01+00,Oil & Gas (1B2),CH4,mf,"[-120.25523507910545, 36.79062333914652, -120.25030807017237, 36.794568931112615]",ang,2023-05-14 20:21:18.063911+00:00,,,,,247.0,51.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170919t203753-A,36.79266603,-120.2527614,2017-09-19T20:37:53+00,Oil & Gas (1B2),CH4,mf,"[-120.25478101748863, 36.789736565755426, -120.24987534262847, 36.793682199347145]",ang,2023-05-14 20:23:24.225836+00:00,,,,,207.0,54.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170919t211946-A,36.241452,-120.371673,2017-09-19T21:19:46+00,Oil & Gas (1B2),CH4,mf,"[-120.37541128216695, 36.238675175933906, -120.3680082995104, 36.244645908425355]",ang,2023-05-14 20:23:24.221975+00:00,,,,,208.0,54.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170919t212654-A,36.163761,-120.395024,2017-09-19T21:26:54+00,Oil & Gas (1B2),CH4,mf,"[-120.39887703428577, 36.16065100668244, -120.3914488315455, 36.16664805362972]",ang,2023-05-14 20:23:19.269801+00:00,,,,,128.0,25.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170919t213311-A,36.163761,-120.395024,2017-09-19T21:33:11+00,Oil & Gas (1B2),CH4,mf,"[-120.39948124938276, 36.16060585989139, -120.39205312817592, 36.166628917312856]",ang,2023-05-14 20:21:18.068847+00:00,,,,,222.0,42.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170920t182452-B,35.165888,-119.099814,2017-09-20T18:24:52+00,Livestock (4B),CH4,mf,"[-119.10334904096158, 35.162192036234835, -119.09579232680451, 35.16834262979379]",ang,2023-05-14 20:21:18.059320+00:00,,,,,45.0,15.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170920t182452-C,35.18720984,-119.1150524,2017-09-20T18:24:52+00,Livestock (4B),CH4,mf,"[-119.11840394672512, 35.182619562656484, -119.11087832558194, 35.1887701684607]",ang,2023-05-14 20:21:18.059261+00:00,,,,,187.0,100.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170920t184730-A,35.16628,-119.097333,2017-09-20T18:47:30+00,Livestock (4B),CH4,mf,"[-119.09980452357944, 35.16457598820406, -119.09506032561136, 35.16847136751811]",ang,2023-05-14 20:23:24.215817+00:00,,,,,249.0,59.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170920t190530-C,35.473359,-119.432169,2017-09-20T19:05:30+00,Livestock (4B),CH4,mf,"[-119.43465514968396, 35.47145608259746, -119.42987299505633, 35.475333516764096]",ang,2023-05-14 20:23:24.232106+00:00,,,,,222.0,69.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170920t190925-A,35.475418,-119.432672,2017-09-20T19:09:25+00,Livestock (4B),CH4,mf,"[-119.43523521307615, 35.47332159459275, -119.43045289621594, 35.47721615130525]",ang,2023-05-14 20:23:24.235301+00:00,,,,,53.0,19.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170920t190925-B,35.473197,-119.43327,2017-09-20T19:09:25+00,Livestock (4B),CH4,mf,"[-119.43701814320279, 35.47073463608673, -119.43053692782458, 35.47602992357328]",ang,2023-05-14 20:23:24.235353+00:00,,,,,939.0,291.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170920t190925-D,35.347555,-119.662763,2017-09-20T19:09:25+00,Oil & Gas (1B2),CH4,mf,,ang,2023-05-14 20:23:24.235473+00:00,,,,,683.0,133.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170920t193250-A,36.032425,-119.510296,2017-09-20T19:32:50+00,Livestock (4B),CH4,mf,"[-119.51527538006093, 36.02899030122017, -119.50767206239355, 36.03513901238789]",ang,2023-05-14 20:21:18.055792+00:00,,,,,183.0,47.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170920t193250-B,36.04392217,-119.4561613,2017-09-20T19:32:50+00,Livestock (4B),CH4,mf,"[-119.45915666209899, 36.04107494134342, -119.45158514436154, 36.04722396615815]",ang,2023-05-14 20:21:18.055851+00:00,,,,,77.0,24.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170920t194154-A,36.032425,-119.510296,2017-09-20T19:41:54+00,Livestock (4B),CH4,mf,"[-119.51557513122471, 36.0290193056144, -119.5079718120275, 36.035168015755175]",ang,2023-05-14 20:23:19.261237+00:00,,,,,235.0,59.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170920t194154-B,36.029264,-119.335803,2017-09-20T19:41:54+00,Livestock (4B),CH4,mf,"[-119.33897532295505, 36.026041345405794, -119.331371495967, 36.03216372883435]",ang,2023-05-14 20:23:19.261296+00:00,,,,,121.0,38.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170920t202741-A,36.073891,-120.148469,2017-09-20T20:27:41+00,Oil & Gas (1B2),CH4,mf,"[-120.152131553707, 36.07105894037304, -120.1447127571407, 36.07702916168738]",ang,2023-05-14 20:23:19.263830+00:00,,,,,97.0,21.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170920t204106-B,35.960076,-120.015224,2017-09-20T20:41:06+00,Solid Waste (6A),CH4,mf,"[-120.01888291730428, 35.95724519832555, -120.0114430735577, 35.9632671902955]",ang,2023-05-14 20:23:24.216511+00:00,,,,,137.0,53.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170920t204106-C,35.961584,-120.014157,2017-09-20T20:41:06+00,Solid Waste (6A),CH4,mf,"[-120.01839498851362, 35.95825234215517, -120.01095505256292, 35.964274331958386]",ang,2023-05-14 20:23:24.216443+00:00,,,,,116.0,42.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170920t223620-A,34.44705,-118.588342,2017-09-20T22:36:20+00,Oil & Gas (1B2),CH4,mf,"[-118.59050553487951, 34.445114046195435, -118.58575981566808, 34.44902759915861]",ang,2023-05-14 20:23:24.222977+00:00,,,,,96.0,33.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170920t223620-B,34.447442,-118.58673,2017-09-20T22:36:20+00,Oil & Gas (1B2),CH4,mf,"[-118.58869282780627, 34.44549732959501, -118.58396780779017, 34.449393795506055]",ang,2023-05-14 20:23:24.222915+00:00,,,,,165.0,91.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170922t224720-A,33.638199,-117.956988,2017-09-22T22:47:20+00,Waste Water (6B),CH4,mf,"[-117.96072427051745, 33.63527765223287, -117.95315290260604, 33.64158119369207]",ang,2023-05-14 20:23:19.266306+00:00,,,,,,,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170922t224720-C,33.804214,-118.243943,2017-09-22T22:47:20+00,Electricity Generation (1A1),CH4,mf,"[-118.24751772606346, 33.80142829446413, -118.23996607712587, 33.80773115037857]",ang,2023-05-14 20:23:19.266248+00:00,,,,,406.0,239.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170925t212203-A,32.694343,-117.146467,2017-09-25T21:22:03+00,Electricity Generation (1A1),CH4,mf,"[-117.15006406091781, 32.69091993408293, -117.14267160882635, 32.69716907525336]",ang,2023-05-14 20:23:24.218867+00:00,,,,,515.0,105.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170925t212940-A,32.780837,-117.043448,2017-09-25T21:29:40+00,Waste Water (6B),CH4,mf,"[-117.0469368792121, 32.77787258627681, -117.03977593584808, 32.78392012711936]",ang,2023-05-14 20:21:18.055911+00:00,,,,,100.0,22.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170925t214642-A,32.85222649,-117.1631904,2017-09-25T21:46:42+00,Solid Waste (6A),CH4,mf,"[-117.16581979046543, 32.84925140042253, -117.1586532040155, 32.855298846655174]",ang,2023-05-14 20:23:19.259520+00:00,,,,,548.0,117.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170925t214642-C,32.85303,-117.167554,2017-09-25T21:46:42+00,Solid Waste (6A),CH4,mf,"[-117.17130285794758, 32.84948787003716, -117.16413625575512, 32.855535313436015]",ang,2023-05-14 20:23:19.259584+00:00,,,,,110.0,30.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170925t214642-D,32.851861,-117.169522,2017-09-25T21:46:42+00,Solid Waste (6A),CH4,mf,"[-117.17210396233273, 32.84924319491321, -117.16490524411729, 32.855263640581796]",ang,2023-05-14 20:23:19.259461+00:00,,,,,46.0,19.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170925t214642-E,32.850794,-117.166085,2017-09-25T21:46:42+00,Solid Waste (6A),CH4,mf,"[-117.17005067793903, 32.848596475644676, -117.16288423221623, 32.85461685148515]",ang,2023-05-14 20:23:19.259643+00:00,,,,,170.0,21.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170926t182523-A,35.202974,-119.1979,2017-09-26T18:25:23+00,Livestock (4B),CH4,mf,"[-119.20031687910925, 35.200632404897846, -119.19282299921481, 35.20678268599842]",ang,2023-05-14 20:23:24.238866+00:00,,,,,198.0,75.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170926t182523-B,35.2142872,-119.2034328,2017-09-26T18:25:23+00,Livestock (4B),CH4,mf,"[-119.20722584403086, 35.211189672142574, -119.19973102309832, 35.217339925829016]",ang,2023-05-14 20:23:24.238918+00:00,,,,,47.0,13.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170926t182523-C,35.21481,-119.210811,2017-09-26T18:25:23+00,Livestock (4B),CH4,mf,"[-119.21408884259554, 35.21152446459183, -119.20659410157845, 35.21764765395662]",ang,2023-05-14 20:23:24.238814+00:00,,,,,19.0,6.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170926t183035-A,35.165888,-119.099814,2017-09-26T18:30:35+00,Livestock (4B),CH4,mf,"[-119.10366931403885, 35.16247946696805, -119.09614548916231, 35.168630128275886]",ang,2023-05-14 20:23:28.954010+00:00,,,,,116.0,20.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170926t183717-B,35.18720984,-119.1150524,2017-09-26T18:37:17+00,Livestock (4B),CH4,mf,"[-119.11807150774047, 35.183915535773316, -119.10879638229589, 35.191468829464256]",ang,2023-05-14 20:21:18.057755+00:00,,,,,89.0,19.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170926t185024-B,35.2463,-119.140383,2017-09-26T18:50:24+00,Livestock (4B),CH4,mf,,ang,2023-05-14 20:21:18.073963+00:00,,,,,57.0,7.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170926t192001-A,35.32091729,-119.5209141,2017-09-26T19:20:01+00,Oil & Gas (1B2),CH4,mf,"[-119.52576181480285, 35.31712421052529, -119.51815936026532, 35.32330033929358]",ang,2023-05-14 20:21:18.065634+00:00,,,,,218.0,90.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170926t192820-B,35.314155,-119.576182,2017-09-26T19:28:20+00,Oil & Gas (1B2),CH4,mf,"[-119.58151560299912, 35.31036069422294, -119.57366062221523, 35.316742497407894]",ang,2023-05-14 20:21:18.070014+00:00,,,,,590.0,133.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170926t193631-A,35.27773502,-119.4795781,2017-09-26T19:36:31+00,Oil & Gas (1B2),CH4,mf,"[-119.48338412627163, 35.274658098868, -119.4758515288298, 35.28080742596791]",ang,2023-05-14 20:21:18.075032+00:00,,,,,81.0,15.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170926t193631-B,35.271591,-119.409,2017-09-26T19:36:31+00,Oil & Gas (1B2),CH4,mf,"[-119.41294536392284, 35.268129476809456, -119.40544611659604, 35.27427904338554]",ang,2023-05-14 20:21:18.075083+00:00,,,,,123.0,83.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170926t194456-A,35.25070917,-119.4047474,2017-09-26T19:44:56+00,Oil & Gas (1B2),CH4,mf,"[-119.40939981770794, 35.24674374287857, -119.40158425347197, 35.253126262521114]",ang,2023-05-14 20:21:18.058303+00:00,,,,,174.0,37.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170926t194456-B,35.2548238,-119.3814368,2017-09-26T19:44:56+00,Oil & Gas (1B2),CH4,mf,"[-119.38567636922645, 35.250984404019334, -119.37792865053518, 35.25733905953751]",ang,2023-05-14 20:21:18.058233+00:00,,,,,143.0,45.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170926t201825-B,35.473359,-119.432169,2017-09-26T20:18:25+00,Livestock (4B),CH4,mf,"[-119.43703794467389, 35.469784020276364, -119.42952017901054, 35.47593338818502]",ang,2023-05-14 20:21:18.052145+00:00,,,,,320.0,90.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170926t205517-A,35.41929931,-119.0083383,2017-09-26T20:55:17+00,Oil & Gas (1B2),CH4,mf,"[-119.01232464879614, 35.41601833877631, -119.00452566994264, 35.4223739892274]",ang,2023-05-14 20:23:24.228000+00:00,,,,,123.0,47.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170926t210253-A,35.44305,-119.003067,2017-09-26T21:02:53+00,Oil & Gas (1B2),CH4,mf,"[-119.00659848498266, 35.4397876483224, -118.99911501218838, 35.445884392294964]",ang,2023-05-14 20:23:24.233432+00:00,,,,,160.0,35.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170926t210253-B,35.445982,-119.014973,2017-09-26T21:02:53+00,Oil & Gas (1B2),CH4,mf,"[-119.0188044116802, 35.4428037834572, -119.01125438677744, 35.44895451451936]",ang,2023-05-14 20:23:24.233552+00:00,,,,,121.0,50.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170926t210253-C,35.47328,-119.05815,2017-09-26T21:02:53+00,Oil & Gas (1B2),CH4,mf,"[-119.06089772640136, 35.47078912948351, -119.05334524166734, 35.47693972443133]",ang,2023-05-14 20:23:24.233657+00:00,,,,,108.0,27.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170926t210253-D,35.482906,-119.057563,2017-09-26T21:02:53+00,Oil & Gas (1B2),CH4,mf,"[-119.06128794988413, 35.47959905952759, -119.05376785766454, 35.4857495795032]",ang,2023-05-14 20:23:24.233709+00:00,,,,,112.0,17.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170926t210253-F,35.498964,-119.072134,2017-09-26T21:02:53+00,Oil & Gas (1B2),CH4,mf,"[-119.07565620838584, 35.49571539330807, -119.06813467003545, 35.50186586232808]",ang,2023-05-14 20:23:24.233327+00:00,,,,,378.0,45.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170926t210253-G,35.503708,-119.076474,2017-09-26T21:02:53+00,Oil & Gas (1B2),CH4,mf,"[-119.08008545300308, 35.50075072432637, -119.07256346243555, 35.506901177552386]",ang,2023-05-14 20:23:24.233604+00:00,,,,,200.0,18.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170926t210253-H,35.501939,-119.078414,2017-09-26T21:02:53+00,Oil & Gas (1B2),CH4,mf,"[-119.08238310000834, 35.498791065357075, -119.074861299559, 35.504941513191945]",ang,2023-05-14 20:23:24.233379+00:00,,,,,178.0,29.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170926t211024-A,35.52580513,-119.0793764,2017-09-26T21:10:24+00,Oil & Gas (1B2),CH4,mf,"[-119.08237338814746, 35.52239779670758, -119.07481624671833, 35.52857520570136]",ang,2023-05-14 20:23:19.266001+00:00,,,,,164.0,23.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170926t211024-B,35.51920442,-119.0774443,2017-09-26T21:10:24+00,Oil & Gas (1B2),CH4,mf,"[-119.08024648719037, 35.515619174807, -119.07268988873396, 35.5217696867837]",ang,2023-05-14 20:23:19.265943+00:00,,,,,260.0,30.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20170926t211741-A,35.53099238,-119.0722369,2017-09-26T21:17:41+00,Oil & Gas (1B2),CH4,mf,"[-119.07606342925092, 35.527658457970006, -119.06847262773749, 35.53380890626446]",ang,2023-05-14 20:23:19.270265+00:00,,,,,118.0,6.0,,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
